Locus,Het,FST
6884,0.27378092,0.00609994
6885,0.14516995,0.06028231
6886,0.38676443,0.17216487
6887,0.15830811,0.01535411
6888,0.27612184,0.01358277
6889,0.27612184,0.01358277
6890,0.47478891,0.00586062
6891,0.18576585,0.06772169
6892,0.27293294,0.2823243
6893,0.13104406,0.05448059
6894,0.17972034,0.00434631
6895,0.32816435,0.15785144
6896,0.13374959,0.05363429
6897,0.14399315,0.08885928
6898,0.10870143,0.0369032
6899,0.23114828,0.01650696
6900,0.23114828,0.01650696
6901,0.15822089,0.05712959
6902,0.38486236,0.12132945
6903,0.47816071,0.00831905
6904,0.24950136,0.34215892
6905,0.10989079,0.04109442
6906,0.24966603,0.10203986
6907,0.1094447,0.0540243
6908,0.15013036,0.01431715
6909,0.36498102,0.03157578
6910,0.32069648,0.014216
6911,0.33156473,0.02174912
6912,0.16917256,0.09638115
6913,0.21439663,0.14947001
6914,0.12465777,0.0199937
6915,0.42898096,0.02181496
6916,0.12468908,0.02156144
6917,0.09903053,0.00390771
6918,0.42755975,0.00910633
6919,0.19798638,0.02410867
6920,0.30836348,0.40503805
6921,0.17204382,0.02147858
6922,0.11916557,0.09386318
6923,0.11602644,0.04946814
6924,0.13586989,0.1222423
6925,0.37063058,0.17673201
6926,0.1245481,0.04918866
6927,0.32800296,0.02144349
6928,0.39309757,0.01084301
6929,0.12438585,0.01319663
6930,0.46743127,0.20983913
6931,0.1641222,0.07058474
6932,0.27699362,0.01436171
6933,0.16797997,0.04370784
6934,0.2177058,0.07682548
6935,0.49094893,0.0316991
6936,0.15774941,0.17785952
6937,0.14019535,0.08420763
6938,0.10913277,0.04240559
6939,0.09646718,0.02473188
6940,0.52647527,0.12926392
6941,0.52647527,0.12926392
6942,0.52647527,0.12926392
6943,0.16503172,0.04752156
6944,0.43175079,0.01383504
6945,0.20422221,0.01637108
6946,0.43873664,0.00743389
6947,0.10982767,0.06076518
6948,0.20540595,0.05633418
6949,0.22950207,0.09330203
6950,0.24581058,0.03889037
6951,0.13743898,0.04484057
6952,0.24581058,0.03889037
6953,0.40515959,0.00104897
6954,0.30110571,0.00969481
6955,0.27629023,0.07815779
6956,0.46257143,0.02544239
6957,0.32921218,0.0775802
6958,0.17502227,0.0645015
6959,0.18312554,0.07083771
6960,0.187607,0.06474908
6961,0.18312554,0.07083771
6962,0.18410141,0.07143152
6963,0.18312554,0.07083771
6964,0.18312554,0.07083771
6965,0.17042966,0.04821569
6966,0.18198154,0.01685563
6967,0.17513729,0.07930545
6968,0.15267269,0.00116144
6969,0.49935723,0.03055308
6970,0.12625494,0.21888132
6971,0.42529336,0.20254529
6972,0.1804752,0.06728011
6973,0.3329681,0.0401618
6974,0.34453202,0.16391326
6975,0.368246,0.15554926
6976,0.15449535,0.06566553
6977,0.20864203,0.11330291
6978,0.20864203,0.11330291
6979,0.47180604,0.04298422
6980,0.14898201,0.04927514
6981,0.36120445,0.05523327
6982,0.50195433,0.05080372
6983,0.24805451,0.13134643
6984,0.18985626,0.03464964
6985,0.17018556,0.05475118
6986,0.52217034,0.16637256
6987,0.35049955,0.26566962
6988,0.50394492,0.03048194
6989,0.48513368,0.01148138
6990,0.1050106,0.04236923
6991,0.48593743,0.00676186
6992,0.11529792,0.03351339
6993,0.35895722,0.14061633
6994,0.18708171,0.15851279
6995,0.49809373,0.05774939
6996,0.11708104,0.05136873
6997,0.11318165,0.03928165
6998,0.49554118,0.00171943
6999,0.32660087,0.12270308
7000,0.22997855,0.12539635
7001,0.52872023,0.12757379
7002,0.48713079,0.0015094
7003,0.2770097,0.02095821
7004,0.15242867,0.04206653
7005,0.32872432,0.01035131
7006,0.53344096,0.1588498
7007,0.31260904,0.36636761
7008,0.22133566,0.24460216
7009,0.43245498,0.04461523
7010,0.15850016,0.05449241
7011,0.10638913,0.00190108
7012,0.46395423,0.24968396
7013,0.17273223,0.07157539
7014,0.14385587,0.04477795
7015,0.48904903,0.04471669
7016,0.33993379,0.03616254
7017,0.33993379,0.03616254
7018,0.33993379,0.03616254
7019,0.22584156,0.1428078
7020,0.33143501,0.03466567
7021,0.190821,0.0214887
7022,0.18710755,0.02415968
7023,0.12415986,0.08856529
7024,0.40710361,0.10313689
7025,0.40710361,0.10313689
7026,0.40710361,0.10313689
7027,0.29493978,0.0155201
7028,0.1373568,0.00668955
7029,0.22968016,0.07558569
7030,0.40539196,0.04554772
7031,0.09778347,0.05262855
7032,0.40539196,0.04554772
7033,0.19407567,0.11022262
7034,0.20217707,0.0094457
7035,0.10079153,0.04748693
7036,0.38124216,0.00131072
7037,0.41250166,0.00803892
7038,0.3584665,0.06035042
7039,0.48692234,0.11087329
7040,0.17374063,0.00497581
7041,0.30937779,0.00420893
7042,0.12815823,0.06016194
7043,0.32219281,0.00164277
7044,0.32219281,0.00164277
7045,0.13231,0.07300789
7046,0.45338499,0.00141753
7047,0.4658659,0.2671424
7048,0.16972814,0.08179151
7049,0.38215699,0.01458385
7050,0.15446008,0.08368376
7051,0.10414415,0.04617226
7052,0.42226235,0.0044674
7053,0.11723674,0.0494289
7054,0.49853533,0.00917675
7055,0.276204,0.1717736
7056,0.45692427,0.21698686
7057,0.12626815,0.16393893
7058,0.59067015,0.33860684
7059,0.10835205,0.04105376
7060,0.48554582,0.46990832
7061,0.13002899,0.06767852
7062,0.13002899,0.06767852
7063,0.13002899,0.06767852
7064,0.35649662,0.16245255
7065,0.45654979,0.0076137
7066,0.26280716,0.07529215
7067,0.15304637,0.00776296
7068,0.25043512,0.37793368
7069,0.28160145,0.09943371
7070,0.28767182,0.08187407
7071,0.44433698,0.01831773
7072,0.54859767,0.25707182
7073,0.16797545,0.08043882
7074,0.10823985,0.18159177
7075,0.13886526,0.00094044
7076,0.24385949,0.00455844
7077,0.13257778,0.07933677
7078,0.15911676,0.04750414
7079,0.10081652,0.0251328
7080,0.27412351,0.01031114
7081,0.50477492,0.01532058
7082,0.18511944,0.25781985
7083,0.25499466,0.14083681
7084,0.42497248,0.01914251
7085,0.5019966,0.02303935
7086,0.28384092,0.31793109
7087,0.14062567,0.03332534
7088,0.45908634,0.00074137
7089,0.19457069,0.08892946
7090,0.11527207,0.05321141
7091,0.49538089,0.00071779
7092,0.66429924,0.54283883
7093,0.49969783,0.0080273
7094,0.22011795,0.04939803
7095,0.37308247,0.01695081
7096,0.15959063,0.06100145
7097,0.12397507,0.01224301
7098,0.25713493,0.08333756
7099,0.25903642,0.08497053
7100,0.49878416,0.00612597
7101,0.16417541,0.06344088
7102,0.43961449,0.16091638
7103,0.23101735,0.24699974
7104,0.48614166,0.00133861
7105,0.10987255,0.00406161
7106,0.11355746,0.15788293
7107,0.11246333,0.15140617
7108,0.22537507,0.00221007
7109,0.47917055,0.16698837
7110,0.57770846,0.29217052
7111,0.46713155,0.23910008
7112,0.17530852,0.00933476
7113,0.14402418,0.06286152
7114,0.15826769,0.36463971
7115,0.23429975,0.0071057
7116,0.3064661,0.11838629
7117,0.14686877,0.03706112
7118,0.22849112,0.10541348
7119,0.48562135,0.12932896
7120,0.48562135,0.12932896
7121,0.10079327,0.03792962
7122,0.3441709,0.11369663
7123,0.16113143,0.01006091
7124,0.15852384,0.00994862
7125,0.13362726,0.14809003
7126,0.43147776,0.0029822
7127,0.49940677,0.00585066
7128,0.35259963,0.10495435
7129,0.3023478,0.18345782
7130,0.13494039,0.06104379
7131,0.12439194,0.00703891
7132,0.17412447,0.02242635
7133,0.5084807,0.09859805
7134,0.33853051,0.39985095
7135,0.15621065,0.00010727
7136,0.14707797,0.04782983
7137,0.14707797,0.04782983
7138,0.53895751,0.22469004
7139,0.53895751,0.22469004
7140,0.57867072,0.31901801
7141,0.21670408,0.12058664
7142,0.18562903,0.05071468
7143,0.27118104,0.00015612
7144,0.28146512,0.07704365
7145,0.50050896,0.04843344
7146,0.16704069,0.08511366
7147,0.23516054,0.04738979
7148,0.39751955,0.1791381
7149,0.27700284,0.02902275
7150,0.54587715,0.29334614
7151,0.22273976,0.21373302
7152,0.54587715,0.29334614
7153,0.54587715,0.29334614
7154,0.21076613,0.1181997
7155,0.49886249,0.02223028
7156,0.2757585,0.02808941
7157,0.10023407,0.03824463
7158,0.25615566,0.24887113
7159,0.15628993,0.07842201
7160,0.35373471,0.05919061
7161,0.47815203,0.00110462
7162,0.48233464,0.11240003
7163,0.41242319,0.03524471
7164,0.3281878,0.30642694
7165,0.16590347,0.04236832
7166,0.1652829,0.04197328
7167,0.15569588,0.04753584
7168,0.1014115,0.05321712
7169,0.09965524,0.05876954
7170,0.1141788,0.1616201
7171,0.14598396,0.02922343
7172,0.12266377,0.05873415
7173,0.23024475,0.10272046
7174,0.41360034,0.00929307
7175,0.3040044,0.13832788
7176,0.12612879,0.06788952
7177,0.1535169,0.06800467
7178,0.25686687,0.09853884
7179,0.45294969,0.3447178
7180,0.10695339,0.01878581
7181,0.33716668,0.02292898
7182,0.33716668,0.02292898
7183,0.45094824,0.01121587
7184,0.47432421,0.28164276
7185,0.47554845,0.28475254
7186,0.10141185,0.05131739
7187,0.4777758,0.25272969
7188,0.50341539,0.06948824
7189,0.50341539,0.06948824
7190,0.50341539,0.06948824
7191,0.50341539,0.06948824
7192,0.09972022,0.01588546
7193,0.2127527,0.03090989
7194,0.2587858,0.06868841
7195,0.29955896,0.26842373
7196,0.25039288,0.04624325
7197,0.22943748,0.15398499
7198,0.22943748,0.15398499
7199,0.18040246,0.09633325
7200,0.22836245,0.10025344
7201,0.49585826,0.00114511
7202,0.27674318,0.03189626
7203,0.17939943,0.07991956
7204,0.10422373,0.06583553
7205,0.14397817,0.09496221
7206,0.48662955,0.02930975
7207,0.31709242,0.08267106
7208,0.11085422,0.03426902
7209,0.41229922,0.00272914
7210,0.13677222,0.06938631
7211,0.49033611,0.02331631
7212,0.19276334,0.0786249
7213,0.38047398,0.03303606
7214,0.19661467,0.14312287
7215,0.11744813,0.01093196
7216,0.26034998,0.06218968
7217,0.26034998,0.06218968
7218,0.4276632,0.1071252
7219,0.21790847,0.20240351
7220,0.27407002,0.002311
7221,0.34309084,0.00692255
7222,0.12332405,0.011905
7223,0.49925404,0.0298247
7224,0.13584818,0.03157154
7225,0.15912057,0.00997483
7226,0.15912057,0.00997483
7227,0.20580306,0.03960584
7228,0.12465142,0.05485545
7229,0.14309898,0.09429951
7230,0.24193725,0.01527476
7231,0.29852303,0.00095645
7232,0.23377056,0.03014481
7233,0.54199593,0.23484437
7234,0.56019088,0.40926048
7235,0.55795651,0.40403
7236,0.50008659,0.02366996
7237,0.13483706,0.01031552
7238,0.1147518,0.0337822
7239,0.23669739,0.005104
7240,0.10167924,0.08663486
7241,0.51566874,0.05304944
7242,0.40094,0.04911058
7243,0.40094,0.04911058
7244,0.34217397,0.05684432
7245,0.51556004,0.16621802
7246,0.51556004,0.16621802
7247,0.50632945,0.03121407
7248,0.17311547,0.03626187
7249,0.11322153,0.06161207
7250,0.43450591,0.04844793
7251,0.46484683,0.0817107
7252,0.49977521,0.0008789
7253,0.49977521,0.0008789
7254,0.20676248,0.07708838
7255,0.4565394,0.08766803
7256,0.11922915,0.05299941
7257,0.09666511,0.02162605
7258,0.09666511,0.02162605
7259,0.35101301,0.11216655
7260,0.15250976,0.1862622
7261,0.16593874,0.08958183
7262,0.25824217,0.05610239
7263,0.30763261,0.00048302
7264,0.22108032,0.00632075
7265,0.26928268,0.00418979
7266,0.13136683,0.05378501
7267,0.46827089,0.04834803
7268,0.17677226,0.05796395
7269,0.49586184,0.14893572
7270,0.4661259,0.01567273
7271,0.17926112,0.06339263
7272,0.45290751,0.12163576
7273,0.49584273,0.01583076
7274,0.11674474,0.0026439
7275,0.19159291,0.01171804
7276,0.43668225,0.00040221
7277,0.19775754,0.2673132
7278,0.10256862,0.0224798
7279,0.50087412,0.01565176
7280,0.17761364,0.08671589
7281,0.24939941,0.02322991
7282,0.20904881,0.01204989
7283,0.1893038,0.06106125
7284,0.38513632,0.00405551
7285,0.47658137,0.00909134
7286,0.2223756,0.1240068
7287,0.53484823,0.17626855
7288,0.25765011,0.09352138
7289,0.27523679,0.00583556
7290,0.44367835,0.12241459
7291,0.45170806,0.03559429
7292,0.34295554,0.08654542
7293,0.15257166,0.00137747
7294,0.506727,0.10397154
7295,0.10813858,0.04081383
7296,0.42730627,0.1125838
7297,0.44614268,0.11892079
7298,0.25071971,0.15542112
7299,0.46261322,0.0176819
7300,0.23232743,0.05191192
7301,0.14088806,0.08302107
7302,0.1126034,0.05262206
7303,0.25430032,0.00288692
7304,0.4580895,0.10731112
7305,0.40612026,0.02055745
7306,0.49140567,0.00751642
7307,0.17270024,0.05694251
7308,0.17270024,0.05694251
7309,0.47381568,0.07042646
7310,0.26807725,0.16083609
7311,0.10237894,0.14322309
7312,0.10237894,0.14322309
7313,0.10237894,0.14322309
7314,0.11056417,0.05268205
7315,0.2846219,0.050533
7316,0.13305426,0.03612955
7317,0.17981131,0.02708895
7318,0.31807508,0.26576713
7319,0.15917143,0.06298746
7320,0.27779668,0.02426553
7321,0.18966869,0.02013562
7322,0.50206597,0.07363073
7323,0.50206597,0.07363073
7324,0.50141557,0.06537017
7325,0.41984317,0.09167929
7326,0.4792934,0.01756797
7327,0.22347188,0.09466269
7328,0.1047784,0.0535184
7329,0.34846453,0.20232793
7330,0.1925273,0.05312416
7331,0.24635472,0.02701861
7332,0.2988327,0.22773235
7333,0.18561648,0.02990271
7334,0.19089482,0.08139842
7335,0.28467628,0.00182257
7336,0.10079381,0.05918373
7337,0.16768008,0.17763379
7338,0.22698851,0.25855277
7339,0.30455989,0.0810535
7340,0.3779999,0.03692728
7341,0.43451015,0.0040136
7342,0.1292583,0.0268511
7343,0.41564164,0.04975507
7344,0.30383576,0.2045492
7345,0.18111492,0.08960879
7346,0.36671457,0.01887408
7347,0.21728301,0.0247277
7348,0.24501744,0.00108167
7349,0.47279135,0.05238893
7350,0.20894051,0.04872604
7351,0.13471863,0.00944547
7352,0.50682435,0.12783409
7353,0.41918405,0.18126837
7354,0.17357219,0.10960338
7355,0.51414234,0.10616713
7356,0.52564862,0.14618351
7357,0.14546178,0.18194685
7358,0.33246627,0.08490572
7359,0.46731004,0.00557078
7360,0.14920207,0.0605177
7361,0.12783692,0.06557463
7362,0.48006264,0.05553501
7363,0.39687483,0.00756982
7364,0.39687483,0.00756982
7365,0.17656409,0.08461956
7366,0.14485734,0.10202572
7367,0.10580462,0.00588184
7368,0.21264381,0.05246051
7369,0.12917935,0.04297058
7370,0.26347238,0.0905014
7371,0.52213267,0.145597
7372,0.36914156,0.00440548
7373,0.31412631,0.17838938
7374,0.15572431,0.01692452
7375,0.17809517,0.00356068
7376,0.22395794,0.01215577
7377,0.20709009,0.05394275
7378,0.12546349,0.08250845
7379,0.11602925,0.03618453
7380,0.43461581,0.17902478
7381,0.5182277,0.09117998
7382,0.5182277,0.09117998
7383,0.12083662,0.1319485
7384,0.10496473,0.05887589
7385,0.20871441,0.27786902
7386,0.46127466,0.13569093
7387,0.43252926,0.05472107
7388,0.15785146,0.01351435
7389,0.187135,0.10641527
7390,0.37350486,0.05299991
7391,0.49211836,0.00820239
7392,0.25760612,0.06519405
7393,0.51825837,0.20716735
7394,0.29563539,0.01277583
7395,0.09888818,0.06579716
7396,0.0972064,0.04487013
7397,0.27886099,0.14236428
7398,0.16396028,0.0414409
7399,0.35262668,0.04014369
7400,0.55152999,0.20946323
7401,0.1415715,0.03349075
7402,0.24300789,0.32255639
7403,0.24300789,0.32255639
7404,0.3188503,0.10731997
7405,0.15956252,0.10244671
7406,0.21153809,0.04731123
7407,0.40988776,0.08320983
7408,0.61504329,0.41612409
7409,0.12880049,0.05113269
7410,0.23574048,0.22045382
7411,0.48238921,0.02688331
7412,0.51313384,0.05007684
7413,0.11541088,0.06613739
7414,0.50362223,0.03041643
7415,0.11576367,0.04178526
7416,0.09641638,0.01177113
7417,0.50156745,0.01150713
7418,0.48547633,0.30908266
7419,0.33611805,0.01294128
7420,0.14223756,0.20085226
7421,0.52082449,0.3240963
7422,0.13570345,0.06726012
7423,0.39620777,0.01239805
7424,0.49694936,0.05594362
7425,0.31011761,0.17238851
7426,0.46831039,0.03596455
7427,0.3427426,0.01697852
7428,0.52690747,0.14344686
7429,0.42986515,0.01052678
7430,0.11602329,0.06441301
7431,0.09879821,0.05196572
7432,0.10352429,0.01740636
7433,0.48681342,0.01177803
7434,0.18854693,0.00223391
7435,0.34266605,0.10262155
7436,0.19187861,0.09230141
7437,0.22235376,0.02106947
7438,0.3056704,0.03170899
7439,0.30288258,0.15021922
7440,0.10304744,0.01249578
7441,0.47978799,0.02944734
7442,0.15733505,0.05259242
7443,0.25281746,0.04377151
7444,0.51776972,0.14061245
7445,0.28986021,0.10249283
7446,0.20946951,0.22473064
7447,0.11173517,0.03678963
7448,0.47780757,0.1084397
7449,0.47780757,0.1084397
7450,0.13579761,0.04910617
7451,0.21508281,0.01547331
7452,0.48991009,0.00062493
7453,0.12695547,0.02568099
7454,0.50715425,0.03011484
7455,0.48538256,0.02352205
7456,0.48538256,0.02352205
7457,0.5922837,0.40652598
7458,0.13961691,0.02752576
7459,0.22187328,0.08209942
7460,0.28751905,0.05344822
7461,0.21324546,0.05285201
7462,0.32506976,0.03687083
7463,0.40087356,0.0068281
7464,0.25531422,0.007474
7465,0.31471174,0.00059202
7466,0.24938866,0.01306083
7467,0.24938866,0.01306083
7468,0.28322727,0.09486992
7469,0.22526567,0.00872679
7470,0.29655687,0.20455516
7471,0.22844858,0.18940011
7472,0.2743046,0.0729949
7473,0.16354695,0.0370612
7474,0.36504525,0.08542299
7475,0.19683577,0.00392376
7476,0.50159244,0.17838674
7477,0.48914002,0.02891774
7478,0.47333313,0.05510133
7479,0.47305473,0.0564496
7480,0.47333313,0.05510133
7481,0.25217196,0.00774981
7482,0.25217196,0.00774981
7483,0.23618077,0.02881891
7484,0.23618077,0.02881891
7485,0.4729618,0.01324401
7486,0.41970447,0.24100876
7487,0.51369456,0.08221882
7488,0.41498288,0.00135803
7489,0.25153883,0.0957383
7490,0.21250393,0.16109667
7491,0.13037187,0.03133607
7492,0.20577057,0.09553654
7493,0.1062593,0.07992905
7494,0.18668326,0.0316262
7495,0.18668326,0.0316262
7496,0.14822437,0.05770293
7497,0.1239052,0.06956403
7498,0.31620989,0.03793216
7499,0.35398563,0.012199
7500,0.18709388,0.02116815
7501,0.29573099,0.08855532
7502,0.49966896,0.00497807
7503,0.13132881,0.01062057
7504,0.44986927,0.00239739
7505,0.49677215,0.00046015
7506,0.30369809,0.00692708
7507,0.22318466,0.28073918
7508,0.4460243,0.00312177
7509,0.19718845,0.05949176
7510,0.11006894,0.02173811
7511,0.1644629,0.01930707
7512,0.43542154,0.00535085
7513,0.52124531,0.09306304
7514,0.51585269,0.06844822
7515,0.50190087,0.00052668
7516,0.48970206,0.01074212
7517,0.12247837,0.09855739
7518,0.12338501,0.17699666
7519,0.49492309,0.05015307
7520,0.40508088,0.09516846
7521,0.17729308,0.00739465
7522,0.49973853,0.00950735
7523,0.17530138,0.14072731
7524,0.23869315,0.22462444
7525,0.15351593,0.08704014
7526,0.14823315,0.05312249
7527,0.48056483,0.23786208
7528,0.48056483,0.23786208
7529,0.16703841,0.10722261
7530,0.11598994,0.01065355
7531,0.14796552,0.04045013
7532,0.11273458,0.04653554
7533,0.50180604,0.0152359
7534,0.24471248,0.06327701
7535,0.5426786,0.19191989
7536,0.41056443,0.00968144
7537,0.39033682,0.01115168
7538,0.37933236,0.2723296
7539,0.10223376,0.07447076
7540,0.11528724,0.06763042
7541,0.34012326,0.01676387
7542,0.30028386,0.17463197
7543,0.14769513,0.07818173
7544,0.44758653,0.19565121
7545,0.17420716,0.07153322
7546,0.09661917,0.0484954
7547,0.24200076,0.14639855
7548,0.51533055,0.14511733
7549,0.3481303,0.13502141
7550,0.37577082,0.15073806
7551,0.12167433,0.05693371
7552,0.12466397,0.03110585
7553,0.17589075,0.12856384
7554,0.49456778,0.01707575
7555,0.18316845,0.10387594
7556,0.10209297,0.01708627
7557,0.13882877,0.05558921
7558,0.10141185,0.05131739
7559,0.28288163,0.00617013
7560,0.20468883,0.02084648
7561,0.40489984,0.00027259
7562,0.43405817,0.00123155
7563,0.21245198,0.00642067
7564,0.30063295,0.03651861
7565,0.30063295,0.03651861
7566,0.29900694,0.03508015
7567,0.49360841,0.05432657
7568,0.2424423,0.01011178
7569,0.12465727,0.04174011
7570,0.28075229,0.09264276
7571,0.20736831,0.11094735
7572,0.12950842,0.09253685
7573,0.11572406,0.00859559
7574,0.16289397,0.08137272
7575,0.25406215,0.01708298
7576,0.21847423,0.02311838
7577,0.49425309,0.02501397
7578,0.10023586,0.02863478
7579,0.11057087,0.01783076
7580,0.26401101,0.00587668
7581,0.25394928,0.11123144
7582,0.29172579,0.04400944
7583,0.12017621,0.03889905
7584,0.4329511,0.09989711
7585,0.14840955,0.09575027
7586,0.12124401,0.00441656
7587,0.21251168,0.0071257
7588,0.35022515,0.3863904
7589,0.15726582,0.04507446
7590,0.19413126,0.09768673
7591,0.15637992,0.01884569
7592,0.22858685,0.0819548
7593,0.22469188,0.08179472
7594,0.29961559,0.14373406
7595,0.11219874,0.08753094
7596,0.14041115,0.03370589
7597,0.13686556,0.03888492
7598,0.43809473,0.11496352
7599,0.14917473,0.11966776
7600,0.4884191,0.07287397
7601,0.12792559,0.05787348
7602,0.22107859,0.00196379
7603,0.20270158,0.00448822
7604,0.17992811,0.11240778
7605,0.1336086,0.0589068
7606,0.11990336,0.13170892
7607,0.29624967,0.02903103
7608,0.20723618,0.1133628
7609,0.30855834,0.14215773
7610,0.10497101,0.14599416
7611,0.35999663,0.25098099
7612,0.51655456,0.17801286
7613,0.51655456,0.17801286
7614,0.30721358,0.03602877
7615,0.16505401,0.09415046
7616,0.51286064,0.05444247
7617,0.24415593,0.10537829
7618,0.33970438,0.19408831
7619,0.47274099,0.07888997
7620,0.49732973,0.03336179
7621,0.30292849,0.12414164
7622,0.50531177,0.0229223
7623,0.44585505,0.01124609
7624,0.28311326,0.21600183
7625,0.44230384,0.06481963
7626,0.44230384,0.06481963
7627,0.44230384,0.06481963
7628,0.41516757,0.04070147
7629,0.12407492,0.16938123
7630,0.11988719,0.15727012
7631,0.12407492,0.16938123
7632,0.10445863,0.04111278
7633,0.11729833,0.06631611
7634,0.35073969,0.03610428
7635,0.35073969,0.03610428
7636,0.50441736,0.04043927
7637,0.39124774,0.0162452
7638,0.14271449,0.08197905
7639,0.14271449,0.08197905
7640,0.14271449,0.08197905
7641,0.19520972,0.14976004
7642,0.36948727,0.06540371
7643,0.12995555,0.07267881
7644,0.17789223,0.09199618
7645,0.28003902,0.19198006
7646,0.49814597,0.00859833
7647,0.15214216,0.03869155
7648,0.32575666,0.00661319
7649,0.48448315,0.00223782
7650,0.27264723,0.32438832
7651,0.17181823,0.02037405
7652,0.24288163,0.00159601
7653,0.49084903,0.19588761
7654,0.11571605,0.11104844
7655,0.32281918,0.00024337
7656,0.18121871,0.01141279
7657,0.18121871,0.01141279
7658,0.13189996,0.06061608
7659,0.14872637,0.00755946
7660,0.35558451,0.13062997
7661,0.52460519,0.15107215
7662,0.18990894,0.13133288
7663,0.48411766,0.13333361
7664,0.2522643,0.04843663
7665,0.0965814,0.01335754
7666,0.11006347,0.00802767
7667,0.15984137,0.04823232
7668,0.42413783,0.00154291
7669,0.12107435,0.19199094
7670,0.11770879,0.19234861
7671,0.12554086,0.19455785
7672,0.2103885,0.00675126
7673,0.2103885,0.00675126
7674,0.15531267,0.08269035
7675,0.189893,0.13006951
7676,0.31786482,0.26202855
7677,0.19280757,0.05761258
7678,0.53296512,0.16672193
7679,0.51039269,0.22383478
7680,0.11827708,0.08216114
7681,0.30497455,0.01614465
7682,0.19417143,0.04000957
7683,0.16721694,0.06241778
7684,0.311542,0.01207156
7685,0.13654335,0.08289152
7686,0.13557948,0.1538122
7687,0.14391767,0.14242735
7688,0.38340316,0.12965821
7689,0.17272762,0.09384179
7690,0.13820373,0.03435508
7691,0.26194312,0.12599987
7692,0.42368577,0.24772887
7693,0.19446729,0.12216973
7694,0.43873929,0.00283808
7695,0.11300122,0.16236443
7696,0.14987653,0.05045827
7697,0.1729401,0.080993
7698,0.21074344,0.05768628
7699,0.35863534,0.02146673
7700,0.11876473,0.03715964
7701,0.16198986,0.18483715
7702,0.33544504,0.09376534
7703,0.16241837,0.04852528
7704,0.16241837,0.04852528
7705,0.14228261,0.04663852
7706,0.22505882,0.00305711
7707,0.16207773,0.05781045
7708,0.16207773,0.05781045
7709,0.52217034,0.16637256
7710,0.14657923,0.05207245
7711,0.50151049,0.17039949
7712,0.43951113,0.14648033
7713,0.11322121,0.06331393
7714,0.30460042,0.29492874
7715,0.11990068,0.08770984
7716,0.31920238,0.10981801
7717,0.47236557,0.02972147
7718,0.10141185,0.05131739
7719,0.21541909,0.08491517
7720,0.51382736,0.09219928
7721,0.46504733,0.00203417
7722,0.23802375,0.0800097
7723,0.17963305,0.00331975
7724,0.56362467,0.27594096
7725,0.2068976,0.00665263
7726,0.51562636,0.05809813
7727,0.51390532,0.09441829
7728,0.15354751,0.00573751
7729,0.48383482,0.15915413
7730,0.47891484,0.00261792
7731,0.47891484,0.00261792
7732,0.47891484,0.00261792
7733,0.51897466,0.13208379
7734,0.13770559,0.05847207
7735,0.15887799,0.0455015
7736,0.1250043,0.04895678
7737,0.25917252,0.13779748
7738,0.25917252,0.13779748
7739,0.25917252,0.13779748
7740,0.1857621,0.00134335
7741,0.37238859,0.00660833
7742,0.24705896,0.09321526
7743,0.15611196,0.12661622
7744,0.15611196,0.12661622
7745,0.15611196,0.12661622
7746,0.14153145,0.05490209
7747,0.13367534,0.03549268
7748,0.17188415,0.00586808
7749,0.12293681,0.05060291
7750,0.13877026,0.02928998
7751,0.42600218,0.27944079
7752,0.34352233,0.0070392
7753,0.14087592,0.17665434
7754,0.22591074,0.01268559
7755,0.19717251,0.06669328
7756,0.20136664,0.1022056
7757,0.44232623,0.00486452
7758,0.46219188,0.11365268
7759,0.21303929,0.11799782
7760,0.38901653,0.01292984
7761,0.38901653,0.01292984
7762,0.5792865,0.37721757
7763,0.4975612,0.04145731
7764,0.42016579,0.06111352
7765,0.42492317,0.04063101
7766,0.10166256,0.07643751
7767,0.12134591,0.07754039
7768,0.47314373,0.00451417
7769,0.17323842,0.12397159
7770,0.26629962,0.01686868
7771,0.25308153,0.03001989
7772,0.50298347,0.02268718
7773,0.13702816,0.15131643
7774,0.18694727,0.02974543
7775,0.3976127,0.00004216
7776,0.10457223,0.10214936
7777,0.15720986,0.00128822
7778,0.13866642,0.17435428
7779,0.20679637,0.01846384
7780,0.14929767,0.20141251
7781,0.32574495,0.00611863
7782,0.3162396,0.15125856
7783,0.38316728,0.17311367
7784,0.16508786,0.07450773
7785,0.3325267,0.00331888
7786,0.3752355,0.09146919
7787,0.49985173,0.00109855
7788,0.38872056,0.30032633
7789,0.40640641,0.0764509
7790,0.43967792,0.00901128
7791,0.40518175,0.03690714
7792,0.45102138,0.01379352
7793,0.10141435,0.06285173
7794,0.44444364,0.13187355
7795,0.39800885,0.01445184
7796,0.40932186,0.01628746
7797,0.35107054,0.02853302
7798,0.19046228,0.01588136
7799,0.10140592,0.05697141
7800,0.13685874,0.06132128
7801,0.47625555,0.23569237
7802,0.2015032,0.12540613
7803,0.09980646,0.02009548
7804,0.50531083,0.0436922
7805,0.50531083,0.0436922
7806,0.39667537,0.07378001
7807,0.44673895,0.05122856
7808,0.29250613,0.0139513
7809,0.3845884,0.04466101
7810,0.16080122,0.15070079
7811,0.16080122,0.15070079
7812,0.46456114,0.17021975
7813,0.14620511,0.03474025
7814,0.51643395,0.15036645
7815,0.50655952,0.08864776
7816,0.43812406,0.01443698
7817,0.16619553,0.1998998
